"BA","playerID"
0.2647,"BloomquistWillie"
0.2941,"BloomquistWillie"
0.2673,"BlumGeoff"
0.0000,"BocockBrian"
0.2565,"BoeschBrennan"
0.0000,"BoggsBrandon"
0.0000,"BoggsMitchell"
0.1786,"BogusevicBrian"
0.0000,"BondermanJeremy"
0.2611,"BonifacioEmilio"
0.2763,"BorbonJulio"
0.2195,"BourgeoisJason"
0.2044,"BourjosPeter"
0.2654,"BournMichael"
0.2073,"BowkerJohn"
0.2319,"BowkerJohn"
0.0000,"BoyerBlaine"
0.0000,"BradenDallas"
0.2049,"BradleyMilton"
0.2458,"BrantleyMichael"
0.2632,"BranyanRussell"
0.2146,"BranyanRussell"
0.3037,"BraunRyan"
0.2558,"BrignacReid"
0.2097,"BrownDomonic"
0.2500,"BrownDusty"
0.2299,"BrownJordan"
0.2809,"BruceJay"
1.0000,"BuchholzClay"
1.0000,"BuchholzTaylor"
0.2812,"BuckJohn"
0.2500,"BucknerBilly"
0.1667,"BuckTravis"
0.4000,"BuddeRyan"
0.0000,"BuehrleMark"
0.1795,"BumgarnerMadison"
0.0000,"BurnettA. J."
0.1200,"BurresBrian"
0.2024,"BurrellPat"
0.2664,"BurrellPat"
0.4000,"BurrissEmmanuel"
0.1321,"BushDave"
0.1972,"ButeraDrew"
0.3176,"ButlerBilly"
0.0000,"ByrdakTim"
0.2931,"ByrdMarlon"
0.0938,"ByrnesEric"
0.2756,"CabreraAsdrubal"
0.2075,"CabreraEverth"
0.2555,"CabreraMelky"
0.3285,"CabreraMiguel"
0.2632,"CabreraOrlando"
0.0000,"CahillTrevor"
0.3061,"CainLorenzo"
0.1061,"CainMatt"
0.2900,"CairoMiguel"
0.2751,"CallaspoAlberto"
0.2488,"CallaspoAlberto"
0.2593,"CameronMike"
1.0000,"CampShawn"
0.3195,"CanoRobinson"
0.2620,"CantuJorge"
0.2347,"CantuJorge"
0.0000,"CappsMatt"
0.0556,"CapuanoChris"
0.3571,"CarlinLuke"
0.0000,"HernandezRoberto"
0.0000,"CarpenterDrew"
0.1111,"CarpenterChris"
0.1892,"CarpMike"
0.0000,"CarrascoD. J."
0.1974,"CarrollBrett"
0.2906,"CarrollJamey"
0.1772,"CarsonMatt"
0.2635,"CarterChris"
0.1857,"CarterChris"
0.2037,"CashKevin"
0.1333,"CashKevin"
0.0000,"CashnerAndrew"
0.2763,"CasillaAlexi"
0.2348,"CastilloLuis"
0.3000,"CastilloWelington"
0.2051,"CastroJason"
0.1984,"CastroJuan"
0.0000,"CastroJuan"
0.2783,"CastroRamon"
0.3002,"CastroStarlin"
0.1600,"CatalanottoFrank"
0.0000,"CecilBrett"
0.0000,"CedaJose"
0.2564,"CedenoRonny"
0.2707,"CervelliFrancisco"
1.0000,"ChacinGustavo"
0.0750,"ChacinJhoulys"
0.2342,"ChavezEric"
0.0000,"ChavezJesse"
1.0000,"ChenBruce"
0.0000,"ChicoMatt"
0.3000,"ChooShin-Soo"
0.1824,"ChurchRyan"
0.2653,"ChurchRyan"
0.5000,"CiriacoPedro"
0.2014,"ClementJeff"
0.2500,"ClevlenBrent"
0.5000,"ClippardTyler"
0.0000,"CoffeyTodd"
0.2682,"CoghlanChris"
0.1000,"ColemanCasey"
0.2542,"ColvinTyler"
0.1724,"CongerHank"
0.2500,"ConradBrooks"
0.1500,"CookAaron"
0.2071,"CoraAlex"
0.2857,"CoraAlex"
0.0000,"CorderoFrancisco"
0.0000,"CorpasManny"
0.1364,"CorreiaKevin"
0.2500,"CounsellCraig"
0.2973,"CousinsScott"
0.2456,"CraigAllen"
0.0000,"CrainJesse"
0.3067,"CrawfordCarl"
0.2793,"CrispCoco"
0.2244,"CrosbyBobby"
0.1667,"CrosbyBobby"
0.2511,"CroweTrevor"
0.2353,"CruzLuis"
0.3183,"CruzNelson"
0.2709,"CuddyerMichael"
0.1111,"CuetoJohnny"
0.2879,"CunninghamAaron"
0.1864,"CurtisColin"
0.2722,"CustJack"
0.2709,"DamonJohnny"
0.0000,"DanksJohn"
0.0000,"DaviesKyle"
0.2110,"DavisBrad"
0.1917,"DavisChris"
0.0000,"DavisDoug"
0.2639,"DavisIke"
0.2838,"DavisRajai"
0.0000,"DavisWade"
0.3000,"De AzaAlejandro"
0.3182,"DeJesusDavid"
0.1707,"De La RosaJorge"
0.0000,"DelcarmenManny"
0.1356,"DempsterRyan"
0.2711,"DenorfiaChris"
0.1935,"DeRosaMark"
0.2647,"DescalsoDaniel"
0.2686,"DesmondIan"
0.0000,"DetwilerRoss"
0.2695,"DeWittBlake"
0.2500,"DeWittBlake"
0.0000,"DiamondThomas"
0.2424,"DiazArgenis"
0.2500,"DiazMatt"
0.2045,"DickersonChris"
0.2075,"DickersonChris"
0.2549,"DickeyR. A."
0.1963,"DobbsGreg"
0.2534,"DonaldJason"
0.1563,"DonaldsonJosh"
0.0000,"DotelOctavio"
0.2512,"DoumitRyan"
0.2436,"DownsMatt"
0.1053,"DownsMatt"
0.2552,"DrewJ. D."
0.2779,"DrewStephen"
0.2024,"DudaLucas"
0.0000,"DuensingBrian"
0.0625,"DukeZach"
0.2314,"DuncanShelley"
0.2599,"DunnAdam"
0.0000,"DunnMike"
0.2500,"DurangoLuis"
0.0000,"DurbinChad"
0.2105,"DysonJarrod"
0.2670,"EcksteinDavid"
0.2857,"EdmondsJim"
0.2069,"EdmondsJim"
0.2500,"EldredBrad"
0.2778,"EllisA. J."
0.2913,"EllisMark"
0.1923,"EllsburyJacoby"
0.0741,"ElyJohn"
0.2440,"EncarnacionEdwin"
0.2424,"EnrightBarry"
0.2352,"EscobarAlcides"
0.2375,"EscobarYunel"
0.2754,"EscobarYunel"
0.2136,"EspinosaDanny"
0.0000,"EspositoBrian"
0.0000,"EstradaMarco"
0.2921,"EthierAndre"
0.3056,"EvansNick"
0.0000,"EvansTerry"
0.0000,"EvelandDana"
0.1852,"EverettAdam"
0.1667,"FeldmanScott"
0.2315,"FelicianoJesus"
0.2215,"FelizPedro"
0.2083,"FelizPedro"
0.3061,"FieldsJosh"
0.2612,"FielderPrince"
0.2591,"FigginsChone"
0.5000,"FigueroaNelson"
0.1538,"FigueroaNelson"
0.0000,"FisherCarlos"
0.0000,"FisterDoug"
0.0909,"FlowersTyler"
0.2500,"FloydGavin"
0.2840,"FontenotMike"
0.2817,"FontenotMike"
0.2597,"FowlerDexter"
0.2143,"FoxJake"
0.2200,"FoxJake"
0.2682,"FranciscoBen"
0.0909,"FrancisJeff"
0.2369,"FrancoeurJeff"
0.3396,"FrancoeurJeff"
0.2727,"FranciscoJuan"
0.2500,"FrandsenKevin"
0.0000,"FranklinRyan"
0.2174,"FrazierJeff"
0.1667,"FreemanFreddie"
0.2958,"FreeseDavid"
0.0000,"FrenchLuke"
0.0000,"FrieriErnesto"
0.2626,"FukudomeKosuke"
0.0000,"FulchinoJeff"
0.1429,"FuldSam"
0.3003,"FurcalRafael"
0.0000,"GalarragaArmando"
0.0000,"GallagherSean"
0.0000,"GallagherSean"
0.2540,"GallardoYovani"
0.2000,"GamelMat"
0.0000,"GarciaFreddy"
0.1852,"GarciaJaime"
0.2767,"GardnerBrett"
0.0909,"GarkoRyan"
0.2143,"GarlandJon"
0.0000,"GarzaMatt"
0.1667,"GeeDillon"
0.2121,"GentryCraig"
0.2308,"GermanEsteban"
0.1972,"GerutJody"
0.2366,"GetzChris"
0.2443,"GiambiJason"
0.2800,"GibbonsJay"
0.2308,"GillespieCole"
0.1897,"GimenezChris"
0.2403,"GlausTroy"
0.2813,"GloadRoss"
0.2609,"GolsonGreg"
0.2661,"GomesJonny"
0.2474,"GomezCarlos"
0.2978,"GonzalezAdrian"
0.2591,"GonzalezAlex"
0.2397,"GonzalezAlex"
0.2473,"GonzalezAlberto"
0.3356,"GonzalezCarlos"
0.0000,"GonzalezGio"
0.2149,"GordonAlex"
0.1250,"GorzelannyTom"
0.2468,"GrandersonCurtis"
0.1250,"GreenNick"
0.1538,"GreenNick"
0.2212,"GreeneTyler"
0.0000,"GreinkeZack"
0.1837,"GriffeyKen"
0.2387,"GrossGabe"
0.2727,"GrudzielanekMark"
0.3002,"GuerreroVladimir"
0.2727,"GuillenCarlos"
0.2551,"GuillenJose"
0.2656,"GuillenJose"
0.0000,"GuthrieJeremy"
0.2447,"GutierrezFranklin"
0.2821,"GuzmanCristian"
0.1522,"GuzmanCristian"
0.2042,"GwynnTony"
0.0000,"HaegerCharlie"
0.2778,"HafnerTravis"
0.2442,"HairstonJerry"
0.2102,"HairstonScott"
0.1413,"HalladayRoy"
0.2471,"HallBill"
0.1379,"HalmanGreg"
0.1493,"HamelsCole"
0.3591,"HamiltonJosh"
0.1429,"HamiltonMark"
0.1053,"HammelJason"
0.3005,"HaniganRyan"
0.0968,"HansonTommy"
0.0000,"HappJ. A."
0.0000,"HappJ. A."
0.1351,"HarangAaron"
0.0000,"HardenRich"
0.2676,"HardyJ. J."
0.3636,"HarenDan"
0.1574,"HarrisBrendan"
0.0000,"HarrisonMatt"
0.1830,"HarrisWillie"
0.2832,"HartCorey"
0.0000,"HatcherChris"
0.0000,"HawksworthBlake"
0.2548,"HawpeBrad"
0.1795,"HawpeBrad"
0.2078,"HayesBrett"
0.2639,"HeadleyChase"
0.0000,"HeilmanAaron"
0.2537,"HeiseyChris"
0.2205,"HelmsWes"
0.2563,"HeltonTodd"
0.0000,"HensleyClay"
0.2025,"HermidaJeremy"
0.2500,"HermidaJeremy"
0.2459,"HernandezAnderson"
0.1875,"HernandezAnderson"
0.0000,"HernandezDavid"
0.1111,"HernandezDiory"
0.0000,"HernandezFelix"
0.1475,"HernandezLivan"
0.2500,"HernandezLuis"
0.2971,"HernandezRamon"
0.0000,"HerndonDavid"
0.0000,"HerreraDanny"
0.2838,"HerreraJonathan"
0.1273,"HessmanMike"
0.2105,"HesterJohn"
0.2769,"HeywardJason"
0.0000,"HicksBrandon"
0.2045,"HillAaron"
0.2140,"HillKoyie"
0.3333,"HillSteven"
0.2562,"HinskeEric"
0.0000,"HochevarLuke"
0.0000,"HoffmanTrevor"
0.2059,"HoffpauirJarrett"
0.1731,"HoffpauirMicah"
0.3121,"HollidayMatt"
0.2273,"HooverPaul"
0.2764,"HowardRyan"
0.1304,"HuChin-lung"
0.1481,"HudsonDaniel"
0.2676,"HudsonOrlando"
0.1948,"HudsonTim"
0.2900,"HuffAubrey"
0.0000,"HuffDavid"
0.1667,"HuffmanChad"
0.2857,"HughesLuke"
0.0000,"HughesPhil"
0.2128,"HughesRhyne"
0.2491,"HundleyNick"
0.2810,"HunterTorii"
0.0000,"HunterTommy"
0.1968,"IannettaChris"
0.2745,"IbanezRaul"
0.3206,"InfanteOmar"
0.2471,"IngeBrandon"
0.2535,"InglettJoe"
0.2658,"IshikawaTravis"
0.1818,"IwamuraAkinori"
0.1290,"IwamuraAkinori"
0.2304,"IzturisCesar"
0.2500,"IzturisMaicer"
0.2929,"JacksonAustin"
0.2384,"JacksonConor"
0.2281,"JacksonConor"
0.1579,"JacksonEdwin"
0.2083,"JacobsMike"
0.2600,"JanishPaul"
1.0000,"JansenKenley"
0.0000,"JanssenCasey"
0.1494,"JaramilloJason"
0.2625,"JasoJohn"
0.2997,"JayJon"
0.1905,"JenningsDesmond"
0.2700,"JeterDerek"
0.1039,"JimenezUbaldo"
0.3079,"JohnsonChris"
0.1982,"JohnsonDan"
0.0847,"JohnsonJosh"
0.2838,"JohnsonKelly"
0.1667,"JohnsonNick"
0.2624,"JohnsonReed"
0.1910,"JohnsonRob"
0.2840,"JonesAdam"
0.2302,"JonesAndruw"
0.2650,"JonesChipper"
0.2466,"JonesGarrett"
0.2407,"JoyceMatthew"
0.1282,"JurrjensJair"
0.2167,"Ka'aihueKila"
0.2515,"KalishRyan"
0.2097,"KaplerGabe"
0.0606,"KarstensJeff"
0.1250,"KawakamiKenshin"
0.0000,"KazmirScott"
0.2724,"KearnsAustin"
0.2353,"KearnsAustin"
0.2437,"KellyDon"
0.2492,"KempMatt"
0.2558,"KendallJason"
0.2792,"KendrickHowie"
0.0980,"KendrickKyle"
0.2485,"KennedyAdam"
0.2037,"KennedyIan"
0.2879,"KeppingerJeff"
0.0545,"KershawClayton"
0.2864,"KinslerIan"
0.3120,"KonerkoPaul"
0.2174,"KotchmanCasey"
0.2385,"KotsayMark"
0.2028,"KottarasGeorge"
0.2468,"KouzmanoffKevin"
0.1176,"KratzErik"
0.0000,"KroenkeZach"
0.2490,"KubelJason"
0.0000,"KuoHung-Chih"
0.0364,"KurodaHiroki"
0.4000,"LackeyJohn"
0.0000,"LaffeyAaron"
0.2074,"LairdGerald"
0.1842,"LambMike"
0.1963,"LangerhansRyan"
0.0909,"LannanJohn"
0.2207,"LaPortaMatt"
0.2000,"LarishJeff"
0.1754,"LarishJeff"
0.2607,"LaRocheAdam"
0.2065,"LaRocheAndy"
0.1964,"LaRueJason"
0.1111,"LatosMat"
0.3333,"LeakeMike"
0.2955,"LeBlancWade"
0.0909,"LeCureSam"
0.2463,"LeeCarlos"
0.0000,"LeeCliff"
0.2512,"LeeDerrek"
0.2868,"LeeDerrek"
0.0000,"LerewAnthony"
0.0000,"LesterJon"
0.2857,"LewisColby"
0.2617,"LewisFred"
0.0000,"LewisRommie"
0.2245,"LillibridgeBrent"
0.0323,"LillyTed"
0.0435,"LillyTed"
0.1045,"LincecumTim"
0.4000,"LincolnBrad"
0.0000,"LincolnMike"
0.2373,"LindAdam"
0.0833,"LindseyJohn"
0.0000,"LirianoFrancisco"
0.0000,"LitschJesse"
0.0000,"LoeKameron"
0.1714,"LohseKyle"
0.2670,"LoneyJames"
0.2944,"LongoriaEvan"
0.2314,"LopezFelipe"
0.2667,"LopezFelipe"
0.0000,"LopezJavier"
0.2395,"LopezJose"
0.0781,"LopezRodrigo"
0.1509,"LoweDerek"
0.2385,"LowellMike"
0.2865,"LowrieJed"
0.2527,"LucroyJonathan"
0.3333,"LucyDonny"
0.2811,"LudwickRyan"
0.2105,"LudwickRyan"
0.0000,"LuebkeCory"
0.2490,"LugoJulio"
0.1379,"LunaHector"
0.0000,"MadsonRyan"
0.0893,"MaholmPaul"
0.2627,"MaierMitch"
0.0000,"MaineJohn"
0.2727,"MaldonadoCarlos"
0.3333,"MaloneyMatt"
0.2105,"ManginiMatt"
0.0000,"ManshipJeff"
0.2248,"ManzellaTommy"
0.2500,"MarcumShaun"
0.2973,"MarkakisNick"
0.1364,"MarquisJason"
0.0000,"MarshallSean"
0.1947,"MarsonLou"
0.2294,"MarteAndy"
0.0000,"MartinezCristhian"
0.1667,"MartinezFernando"
0.1667,"MartinJ. D."
0.0000,"MartinezJoe"
0.3256,"MartinezOsvaldo"
0.2477,"MartinRussell"
0.3022,"MartinezVictor"
0.2500,"MastersonJustin"
0.0000,"MateoMarcos"
0.2167,"MatherJoe"
0.1951,"MathisJeff"
0.5000,"MatsuzakaDaisuke"
0.2739,"MatsuiHideki"
0.1408,"MatsuiKazuo"
0.1897,"MatthewsGary"
0.0000,"MatuszBrian"
0.3275,"MauerJoe"
0.1442,"MaxwellJustin"
0.1429,"MayaYunesky"
0.3333,"MayberryJohn"
0.2337,"MaybinCameron"
0.1892,"MayLucas"
0.0000,"MazzaroVin"
0.1364,"McAnultyPaul"
0.2693,"McCannBrian"
0.5000,"McClellanKyle"
0.5000,"McClendonMike"
0.1951,"McCoyMike"
0.2860,"McCutchenAndrew"
0.0714,"McCutchenDaniel"
0.2696,"McDonaldDarnell"
0.0000,"McDonaldJames"
0.0500,"McDonaldJames"
0.2500,"McDonaldJohn"
0.2852,"McGeheeCasey"
0.0000,"McKenryMichael"
0.1901,"McLouthNate"
0.1852,"MedlenKris"
1.0000,"MeekEvan"
0.3333,"MejiaJenrry"
0.1111,"MenchKevin"
0.2857,"MendezAdalberto"
0.2527,"MichaelsJason"
0.2806,"MilesAaron"
0.0000,"MillerAndrew"
0.2432,"MillerCorky"
0.2364,"MillerJai"
0.2770,"MilledgeLastings"
0.0000,"MillwoodKevin"
0.0000,"MinorMike"
0.2188,"MirandaJuan"
0.1250,"MischPat"
0.1429,"MitchellRuss"
0.0000,"MockGarrett"
0.1000,"MoehlerBrian"
0.2143,"MoellerChad"
0.2574,"MolinaBengie"
0.2400,"MolinaBengie"
0.1429,"MolinaGustavo"
0.2455,"MolinaJose"
0.2624,"MolinaYadier"
0.0714,"MonasteriosCarlos"
0.1404,"MontanezLuis"
0.2660,"MonteroMiguel"
0.1951,"MooreAdam"
0.2093,"MooreScott"
0.1944,"MoralesJose"
0.2902,"MoralesKendrys"
0.2848,"MoraMelvin"
0.2308,"MorelBrent"
0.2552,"MorelandMitch"
0.2534,"MorganNyjer"
0.3446,"MorneauJustin"
0.2828,"MorrisonLogan"
0.0000,"MorrowBrandon"
0.2895,"MorseMike"
0.0385,"MortonCharlie"
0.1538,"MossBrandon"
0.0000,"MotaGuillermo"
0.0000,"MotteJason"
0.0769,"MoyerJamie"
0.2912,"MurphyDavid"
0.3182,"MurphyDonnie"
0.1774,"MyersBrett"
0.2555,"NadyXavier"
0.2384,"NapoliMike"
0.3265,"NarvesonChris"
0.2422,"NavaDaniel"
0.1935,"NavarroDioner"
0.0500,"NavarroOswaldo"
0.1429,"NavarroYamaico"
0.2800,"NelsonChris"
0.2000,"NickeasMike"
0.0000,"NiemannJeff"
0.1887,"NieseJonathon"
0.0000,"NieveFernando"
0.2025,"NievesWil"
0.0000,"NippertDustin"
0.1633,"NixJayson"
0.2340,"NixJayson"
0.2909,"NixLaynce"
0.1702,"NolascoRicky"
0.1591,"NorrisBud"
0.2800,"NunezEduardo"
0.2174,"OeltjenTrent"
1.0000,"OgandoAlexi"
0.0769,"OhlendorfRoss"
0.1899,"OjedaAugie"
0.0000,"OliverAndy"
0.2690,"OlivoMiguel"
0.0833,"OlsenScott"
0.0000,"OndrusekLogan"
0.3034,"OrdonezMagglio"
0.2703,"OrtizDavid"
0.0000,"OrtizRamon"
0.0000,"O'SullivanSean"
0.1429,"OswaltRoy"
0.1379,"OswaltRoy"
0.0000,"OttavinoAdam"
0.2434,"OverbayLyle"
0.2143,"OwingsMicah"
0.1538,"PadillaVicente"
0.2902,"PaganAngel"
0.3590,"PagnozziMatt"
0.0000,"ParkChan Ho"
0.0000,"ParnellBobby"
0.2610,"ParraGerardo"
0.1765,"ParraManny"
0.2695,"PattersonCorey"
0.2039,"PattersonEric"
0.2262,"PattersonEric"
0.2917,"PaulinoFelipe"
0.2595,"PaulinoRonny"
0.2314,"PaulXavier"
0.5000,"PavanoCarl"
0.3429,"PaytonJay"
0.2759,"PearceSteve"
0.1429,"PeavyJake"
0.2881,"PedroiaDustin"
0.1129,"PelfreyMike"
0.2532,"PenaBrayan"
0.1963,"PenaCarlos"
0.2273,"PenaRamiro"
0.2818,"PenceHunter"
0.2500,"PenningtonCliff"
0.1579,"PennyBrad"
0.2455,"PeraltaJhonny"
0.2535,"PeraltaJhonny"
0.0000,"PeraltaJoel"
0.1111,"PerezOliver"
0.0833,"PetersenBryan"
0.2500,"PettitteAndy"
0.2748,"PhillipsBrandon"
0.2174,"PhillipsPaul"
0.2743,"PieFelix"
0.2750,"PierreJuan"
0.2700,"PierzynskiA. J."
0.0000,"PineiroJoel"
0.1463,"PlouffeTrevor"
0.3103,"PodsednikScott"
0.2617,"PodsednikScott"
0.2978,"PolancoPlacido"
0.0000,"PorcelloRick"
0.2480,"PosadaJorge"
0.3054,"PoseyBuster"
0.2143,"PowellLandon"
0.3072,"PradoMartin"
0.2609,"PresleyAlex"
0.1429,"PriceDavid"
0.3118,"PujolsAlbert"
0.2381,"PuntoNick"
0.2428,"QuentinCarlos"
0.1212,"QuinlanRobb"
0.2340,"QuinteroHumberto"
0.2857,"QuirozGuillermo"
0.2803,"RaburnRyan"
0.2821,"RamirezAlexei"
0.2409,"RamirezAramis"
0.3002,"RamirezHanley"
0.3112,"RamirezManny"
0.2609,"RamirezManny"
0.2174,"RamirezMax"
0.2963,"RamosWilson"
0.2692,"RamosWilson"
0.1905,"RansomCody"
0.2759,"RasmusColby"
0.2000,"RaynorJohn"
0.1935,"ReddickJosh"
0.2063,"RedmondMike"
0.1429,"ReedJeremy"
0.2069,"ReimoldNolan"
0.2757,"RenteriaEdgar"
0.2283,"RepkoJason"
0.1786,"RevereBen"
0.0000,"ReyesDennys"
0.2824,"ReyesJose"
0.0000,"ReyesJo-Jo"
0.1984,"ReynoldsMark"
0.3037,"RhymesWill"
0.1475,"RichardClayton"
0.0000,"RinconJuan"
0.2840,"RiosAlex"
0.2524,"RiveraJuan"
0.0000,"RiveraMariano"
0.0000,"RiveraMike"
0.2783,"RobertsBrian"
0.1923,"RobertsonNate"
0.1970,"RobertsRyan"
0.2701,"RodriguezAlex"
0.2663,"RodriguezIvan"
0.2507,"RodriguezSean"
0.1905,"RodriguezWandy"
0.1667,"RogersEsmil"
0.5000,"RogersMark"
0.2000,"RohlingerRyan"
0.2845,"RolenScott"
0.2429,"RollinsJimmy"
0.0000,"RomeroNiuman"
0.0000,"RomeroRicky"
0.0909,"RomineAndrew"
0.0000,"RomoSergio"
0.2706,"RosalesAdam"
0.0000,"RosalesLeo"
0.2655,"RossCody"
0.2877,"RossCody"
0.2893,"RossDavid"
0.0000,"RossTyson"
0.2296,"RowandAaron"
0.0000,"Rowland-SmithRyan"
0.3019,"RuizCarlos"
0.1500,"RuizRandy"
0.0000,"RunzlerDan"
0.0000,"RussellJames"
0.1837,"RussoKevin"
0.2609,"RyalRusty"
0.2232,"RyanBrendan"
0.2051,"RyanMike"
0.2000,"SabathiaCC"
0.0000,"SaitoTakashi"
0.2366,"SalazarOscar"
0.2000,"SaltalamacchiaJarrod"
0.1579,"SaltalamacchiaJarrod"
0.2500,"SamardzijaJeff"
0.0455,"SanabiaAlex"
0.1017,"SanchezAnibal"
0.0000,"SanchezAngel"
0.2800,"SanchezAngel"
0.0000,"SanchesBrian"
0.2923,"SanchezFreddy"
0.2727,"SanchezGaby"
0.1379,"SanchezJonathan"
0.2682,"SandovalPablo"
0.2600,"SantanaCarlos"
0.1774,"SantanaJohan"
0.2625,"SantiagoRamon"
0.2051,"SardinhaDane"
0.0000,"SaundersJoe"
0.0870,"SaundersJoe"
0.2111,"SaundersMichael"
0.3077,"ScalesBobby"
0.0000,"ScherzerMax"
0.2423,"SchierholtzNate"
0.0000,"SchlichtingTravis"
0.1250,"SchmidtKonrad"
0.2400,"SchneiderBrian"
0.2647,"SchumakerSkip"
0.2841,"ScottLuke"
0.2753,"ScutaroMarco"
0.0000,"ShealyRyan"
0.3333,"SheetsBen"
0.5000,"ShieldsJames"
0.0000,"ShieldsScot"
0.1962,"ShoppachKelly"
0.0645,"SilvaCarlos"
0.2109,"SizemoreGrady"
0.2238,"SizemoreScott"
0.0000,"SloweyKevin"
0.3077,"SmithGreg"
0.0000,"SmithJordan"
0.2458,"SmithSeth"
0.2085,"SmoakJustin"
0.2389,"SmoakJustin"
0.2550,"SniderTravis"
0.1852,"SnyderBrad"
0.3000,"SnyderBrandon"
0.2308,"SnyderChris"
0.1694,"SnyderChris"
0.4286,"SogardEric"
0.0000,"SonnanstineAndy"
0.2581,"SorianoAlfonso"
0.5000,"SosaJorge"
0.2795,"SotoGeovany"
0.2639,"SpanDenard"
0.2786,"SpilborghsRyan"
0.2323,"StairsMatt"
0.2368,"StammenCraig"
0.2591,"StantonGiancarlo"
0.1765,"StaufferTim"
0.2562,"StavinohaNick"
0.0000,"SternAdam"
0.2565,"StewartIan"
0.5000,"StorenDrew"
0.2222,"St. PierreMax"
0.0500,"StrasburgStephen"
0.0000,"StreetHuston"
0.2549,"StubbsDrew"
0.1875,"SullivanCory"
0.2000,"SuppanJeff"
0.1905,"SuppanJeff"
0.6667,"SuttonDrew"
0.2222,"SuttonDrew"
0.3147,"SuzukiIchiro"
0.2424,"SuzukiKurt"
0.2626,"SweeneyMike"
0.2308,"SweeneyMike"
0.2937,"SweeneyRyan"
0.2880,"SwisherNick"
0.2988,"TabataJose"
0.0625,"TakahashiHisanori"
0.0000,"TalbotMitch"
0.0000,"TalletBrian"
0.1846,"TatisFernando"
0.2807,"TatumCraig"
0.2000,"TaverasWilly"
0.1549,"TeagardenTaylor"
0.2575,"TeahenMark"
0.2562,"TeixeiraMark"
0.2693,"TejadaMiguel"
0.2681,"TejadaMiguel"
0.2130,"TejadaRuben"
0.0000,"TexeiraKanekoa"
0.2877,"ThamesMarcus"
0.2835,"TheriotRyan"
0.2424,"TheriotRyan"
0.2772,"TholeJosh"
0.0000,"ThomasJustin"
0.2826,"ThomeJim"
0.0000,"TillmanChris"
0.2299,"TolbertMatt"
0.2857,"TollesonSteven"
0.2682,"TorresAndres"
0.2708,"TorrealbaYorvit"
0.1915,"TowlesJ. R."
0.2500,"TracyChad"
0.2451,"TracyChad"
0.2110,"TreanorMatt"
0.0000,"TroncosoRamon"
0.0667,"TrumboMark"
0.1732,"TuiasosopoMatt"
0.3149,"TulowitzkiTroy"
0.0000,"TurnerJustin"
0.1250,"TurnerJustin"
0.2869,"UgglaDan"
0.2369,"UptonB. J."
0.2727,"UptonJustin"
0.2476,"UribeJuan"
0.2753,"UtleyChase"
0.2632,"ValaikaChris"
0.1927,"ValbuenaLuis"
0.0000,"ValdezCesar"
0.4000,"ValdesRaul"
0.2583,"ValdezWilson"
0.3110,"ValenciaDanny"
0.2105,"Van EveryJonathan"
0.0000,"VargasClaudio"
0.0000,"VargasJason"
0.2321,"VaritekJason"
0.0000,"VasquezEsmerling"
